"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolIngCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2021-09-29 09:58:31.731","15","6082","검역","隔離區","Lazaretto","9","5844","223","0","9","-","12397","2021년 09월 29일 00시","null","10","1","19"
"","","2021-09-29 09:58:31.73","2","2860","제주","济州","Jeju","5","2767","91","5","0","423.93","12396","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.73","37","11393","경남","庆南","Gyeongsangnam-do","84","10790","566","81","3","341.09","12395","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.73","91","8271","경북","庆北","Gyeongsangbuk-do","88","7594","586","88","0","313.36","12394","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.73","21","3060","전남","全南","Jeollanam-do","23","2833","206","23","0","165.27","12393","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.73","61","4480","전북","全北","Jeollabuk-do","41","3969","450","41","0","248.32","12392","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.73","56","9073","충남","忠南","Chungcheongnam-do","77","7953","1064","75","2","427.76","12391","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.73","77","6283","충북","忠北","Chungcheongbuk-do","84","5656","550","83","1","392.54","12390","2021년 09월 29일 00시","2021-10-02 10:06:51.764","","",""
"","","2021-09-29 09:58:31.729","62","6405","강원","江原","Gangwon-do","20","5938","405","20","0","415.14","12389","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.729","800","89245","경기","京畿","Gyeonggi-do","990","77570","10875","988","2","664.67","12388","2021년 09월 29일 00시","2021-10-01 10:40:37.939","","",""
"","","2021-09-29 09:58:31.729","1","1225","세종","世宗","Sejong","10","1136","88","10","0","344.26","12387","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.729","52","5138","울산","蔚山","Ulsan","27","4867","219","27","0","452.28","12386","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.729","46","6949","대전","大田","Daejeon","29","6291","612","28","1","474.7","12385","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.729","29","4957","광주","光州","Gwangju","28","4584","344","28","0","341.85","12384","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.728","88","15654","인천","仁川","Incheon","154","13380","2186","151","3","531.94","12383","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.728","242","15426","대구","大邱","Daegu","109","14182","1002","108","1","637.87","12382","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.728","155","12672","부산","釜山","Busan","52","12012","505","52","0","373.59","12381","2021년 09월 29일 00시","null","","",""
"","","2021-09-29 09:58:31.728","639","99547","서울","首尔","Seoul","1051","85358","13550","1047","4","1029.64","12380","2021년 09월 29일 00시","2021-10-13 11:08:45.971","","",""
"","","2021-09-29 09:58:31.728","2474","308720","합계","合计","Total","2881","272724","33522","2855","26","595.66","12379","2021년 09월 29일 00시","2021-10-13 11:09:13.529","","",""
