header__resultCode,header__resultMsg,body__items__item__createDt,body__items__item__deathCnt,body__items__item__defCnt,body__items__item__gubun,body__items__item__gubunCn,body__items__item__gubunEn,body__items__item__incDec,body__items__item__isolClearCnt,body__items__item__isolIngCnt,body__items__item__localOccCnt,body__items__item__overFlowCnt,body__items__item__qurRate,body__items__item__seq,body__items__item__stdDay,body__items__item__updateDt,body__numOfRows,body__pageNo,body__totalCount
0,NORMAL SERVICE.,00:00.0,12,5457,검역,隔離區,Lazaretto,13,4881,564,0,13,0,10774,2021년 08월 09일 00시,11:33.9,10,1,19
,,00:00.0,1,1877,제주,济州,Jeju,11,1693,183,11,0,278.22,10775,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,23,8074,경남,庆南,Gyeongsangnam-do,88,6889,1162,87,1,241.72,10776,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,87,5839,경북,庆北,Gyeongsangbuk-do,30,5290,462,30,0,221.22,10777,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,18,2167,전남,全南,Jeollanam-do,14,1970,179,14,0,117.04,10778,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,60,2957,전북,全北,Jeollabuk-do,21,2641,256,20,1,163.9,10779,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,46,5468,충남,忠南,Chungcheongnam-do,68,4711,711,65,3,257.8,10780,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,71,4199,충북,忠北,Chungcheongbuk-do,38,3704,424,38,0,262.3,10781,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,57,4748,강원,江原,Gangwon-do,24,4297,394,23,1,307.74,10782,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,692,59702,경기,京畿,Gyeonggi-do,408,52280,6730,402,6,444.64,10783,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,1,824,세종,世宗,Sejong,1,719,104,1,0,231.57,10784,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,41,3403,울산,蔚山,Ulsan,25,3140,222,25,0,299.56,10785,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,31,4711,대전,大田,Daejeon,42,3455,1225,42,0,321.82,10786,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,24,3564,광주,光州,Gwangju,19,3317,223,15,4,245.78,10787,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,67,9765,인천,仁川,Incheon,65,8569,1129,65,0,331.82,10788,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,223,12252,대구,大邱,Daegu,86,11344,685,82,4,506.63,10789,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,128,9151,부산,釜山,Busan,123,7871,1152,121,2,269.79,10790,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,543,68282,서울,首尔,Seoul,415,59456,8283,414,1,706.23,10791,2021년 08월 09일 00시,11:33.9,,,
,,00:00.0,2125,212440,합계,合计,Total,1491,186227,24088,1455,36,409.89,10792,2021년 08월 09일 00시,11:33.9,,,
