"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-26 10:50:57.57","0","131","검역","隔離區","Lazaretto","30","0","-","444","2020년 3월 26일 00시","","10","1","19"
"","","2020-03-26 10:50:57.57","0","6","제주","济州","Jeju","0","4","0.89","443","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","0","90","경남","庆南","Gyeongsangnam-do","0","57","2.68","442","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","30","1274","경북","庆北","Gyeongsangbuk-do","12","601","47.85","441","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","0","8","전남","全南","Jeollanam-do","0","3","0.43","440","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","0","10","전북","全北","Jeollabuk-do","0","7","0.55","439","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","0","124","충남","忠南","Chungcheongnam-do","1","68","5.84","438","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","0","39","충북","忠北","Chungcheongbuk-do","1","14","2.44","437","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","1","31","강원","江原","Gangwon-do","0","18","2.01","436","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","4","401","경기","京畿","Gyeonggi-do","14","122","3.03","435","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","0","44","세종","世宗","Sejong","0","8","12.85","434","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","0","37","울산","蔚山","Ulsan","0","20","3.23","433","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","0","30","대전","大田","Daejeon","6","6","2.04","432","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","0","19","광주","光州","Gwangju","0","11","1.30","431","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","0","43","인천","仁川","Incheon","1","11","1.45","430","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","94","6482","대구","大邱","Daegu","26","3039","266.04","429","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","2","112","부산","釜山","Busan","0","75","3.28","428","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","0","360","서울","首尔","Seoul","13","80","3.7","427","2020년 3월 26일 00시","","","",""
"","","2020-03-26 10:50:57.57","131","9241","합계","合计","Total","104","4144","17.82","426","2020년 3월 26일 00시","","","",""
