"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolingCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2021-08-14 09:00:00.000","12","5556","검역","隔離區","Lazaretto","24","5034","510","0","24","0.00","10869","2021년 08월 14일 00시","2021-09-16 10:11:33.897","10","1","19"
"","","2021-08-14 09:00:00.000","1","2039","제주","济州","Jeju","55","1797","241","55","0","302.24","10870","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","24","8663","경남","庆南","Gyeongsangnam-do","103","7353","1286","101","2","259.35","10871","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","88","6164","경북","庆北","Gyeongsangbuk-do","54","5444","632","52","2","233.54","10872","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","18","2284","전남","全南","Jeollanam-do","28","2029","237","27","1","123.36","10873","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","60","3091","전북","全北","Jeollabuk-do","21","2745","286","20","1","171.33","10874","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","46","5841","충남","忠南","Chungcheongnam-do","64","4882","913","57","7","275.39","10875","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","71","4474","충북","忠北","Chungcheongbuk-do","45","3862","541","42","3","279.48","10876","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","57","4903","강원","江原","Gangwon-do","39","4480","366","39","0","317.79","10877","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","701","62476","경기","京畿","Gyeonggi-do","573","54331","7444","560","13","465.30","10878","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","1","864","세종","世宗","Sejong","10","758","105","10","0","242.81","10879","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","41","3621","울산","蔚山","Ulsan","26","3220","360","26","0","318.75","10880","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","33","4956","대전","大田","Daejeon","42","3849","1074","40","2","338.55","10881","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","24","3651","광주","光州","Gwangju","17","3432","195","16","1","251.78","10882","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","70","10232","인천","仁川","Incheon","79","9080","1082","76","3","347.69","10883","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","223","12576","대구","大邱","Daegu","82","11562","791","79","3","520.02","10884","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","128","9847","부산","釜山","Busan","153","8214","1505","150","3","290.31","10885","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","550","70864","서울","首尔","Seoul","513","61695","8619","508","5","732.94","10886","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-08-14 09:00:00.000","2148","222102","합계","合计","Total","1928","193767","26187","1858","70","428.53","10887","2021년 08월 14일 00시","2021-09-16 10:11:33.897","","",""
