header__resultCode,header__resultMsg,body__items__item__createDt,body__items__item__deathCnt,body__items__item__defCnt,body__items__item__gubun,body__items__item__gubunCn,body__items__item__gubunEn,body__items__item__incDec,body__items__item__isolClearCnt,body__items__item__isolIngCnt,body__items__item__localOccCnt,body__items__item__overFlowCnt,body__items__item__qurRate,body__items__item__seq,body__items__item__stdDay,body__items__item__updateDt,body__numOfRows,body__pageNo,body__totalCount
0,NORMAL SERVICE.,00:00.0,5,4062,검역,隔離區,Lazaretto,29,3816,241,0,29,0,9862,2021년 06월 22일 00시,11:33.9,10,1,19
,,00:00.0,1,1234,제주,济州,Jeju,1,1168,65,1,0,183.97,9863,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,20,5121,경남,庆南,Gyeongsangnam-do,11,4972,129,11,0,152.35,9864,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,86,4868,경북,庆北,Gyeongsangbuk-do,11,4690,92,10,1,182.84,9865,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,15,1600,전남,全南,Jeollanam-do,8,1487,98,6,2,85.8,9866,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,58,2324,전북,全北,Jeollabuk-do,2,2218,48,2,0,127.88,9867,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,41,3726,충남,忠南,Chungcheongnam-do,12,3578,107,11,1,175.55,9868,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,70,3251,충북,忠北,Chungcheongbuk-do,16,3013,168,16,0,203.26,9869,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,52,3430,강원,江原,Gangwon-do,10,3256,122,10,0,222.65,9870,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,650,42507,경기,京畿,Gyeonggi-do,92,40044,1813,92,0,320.8,9871,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,1,533,세종,世宗,Sejong,6,501,31,6,0,155.7,9872,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,40,2737,울산,蔚山,Ulsan,5,2638,59,4,1,238.61,9873,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,27,2483,대전,大田,Daejeon,31,2259,197,30,1,168.44,9874,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,24,2892,광주,光州,Gwangju,2,2835,33,2,0,198.53,9875,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,61,6580,인천,仁川,Incheon,18,6319,200,15,3,222.59,9876,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,222,10538,대구,大邱,Daegu,3,10157,159,3,0,432.51,9877,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,124,6054,부산,釜山,Busan,6,5730,200,6,0,177.44,9878,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,509,47959,서울,首尔,Seoul,131,45122,2328,125,6,492.72,9879,2021년 06월 22일 00시,11:33.9,,,
,,00:00.0,2006,151899,합계,合计,Total,394,143803,6090,350,44,292.97,9880,2021년 06월 22일 00시,11:33.9,,,
