"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-21 10:47:16.16","0","23","검역","隔離區","Lazaretto","6","0","-","349","2020년 3월 21일 00시","","10","1","19"
"","","2020-03-21 10:47:16.16","0","4","제주","济州","Jeju","0","2","0.6","348","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","0","87","경남","庆南","Gyeongsangnam-do","0","40","2.59","347","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","24","1243","경북","庆北","Gyeongsangbuk-do","40","395","46.69","346","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","0","5","전남","全南","Jeollanam-do","0","3","0.27","345","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","0","10","전북","全北","Jeollabuk-do","0","7","0.55","344","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","0","119","충남","忠南","Chungcheongnam-do","0","39","5.61","343","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","0","34","충북","忠北","Chungcheongbuk-do","1","8","2.13","342","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","1","30","강원","江原","Gangwon-do","0","12","1.95","341","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","3","321","경기","京畿","Gyeonggi-do","12","79","2.42","340","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","0","41","세종","世宗","Sejong","0","2","11.98","339","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","0","36","울산","蔚山","Ulsan","0","11","3.14","338","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","0","22","대전","大田","Daejeon","0","5","1.49","337","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","0","18","광주","光州","Gwangju","0","10","1.24","336","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","0","40","인천","仁川","Incheon","4","7","1.35","335","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","73","6344","대구","大邱","Daegu","69","1861","260.37","334","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","1","108","부산","釜山","Busan","0","67","3.17","333","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","0","314","서울","首尔","Seoul","15","64","3.23","332","2020년 3월 21일 00시","","","",""
"","","2020-03-21 10:47:16.16","102","8799","합계","合计","Total","147","2612","16.97","331","2020년 3월 21일 00시","","","",""
