"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolingCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2021-06-06 09:00:00.000","5","3878","검역","隔離區","Lazaretto","5","3624","249","0","5","0.00","9558","2021년 06월 06일 00시","2021-09-16 10:11:33.897","10","1","19"
"","","2021-06-06 09:00:00.000","1","1130","제주","济州","Jeju","19","979","150","17","2","168.47","9559","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","19","4832","경남","庆南","Gyeongsangnam-do","17","4603","210","17","0","143.75","9560","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","85","4755","경북","庆北","Gyeongsangbuk-do","10","4488","182","9","1","178.59","9561","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","15","1516","전남","全南","Jeollanam-do","9","1362","139","9","0","81.30","9562","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","58","2270","전북","全北","Jeollabuk-do","0","2130","82","0","0","124.91","9563","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","39","3602","충남","忠南","Chungcheongnam-do","13","3396","167","13","0","169.71","9564","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","68","3027","충북","忠北","Chungcheongbuk-do","17","2806","153","17","0","189.26","9565","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","51","3271","강원","江原","Gangwon-do","10","3038","182","10","0","212.33","9566","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","641","40180","경기","京畿","Gyeonggi-do","160","37370","2169","157","3","303.24","9567","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","1","494","세종","世宗","Sejong","0","449","44","0","0","144.31","9568","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","40","2629","울산","蔚山","Ulsan","7","2504","85","7","0","229.20","9569","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","24","2202","대전","大田","Daejeon","18","1979","199","18","0","149.37","9570","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","22","2837","광주","光州","Gwangju","2","2727","88","2","0","194.76","9571","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","61","6306","인천","仁川","Incheon","23","6036","209","22","1","213.32","9572","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","222","10223","대구","大邱","Daegu","46","9563","438","45","1","419.58","9573","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","124","5801","부산","釜山","Busan","21","5440","237","21","0","170.03","9574","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","497","45196","서울","首尔","Seoul","179","41754","2945","177","2","464.33","9575","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-06 09:00:00.000","1973","144149","합계","合计","Total","556","134248","7928","541","15","278.02","9576","2021년 06월 06일 00시","2021-09-16 10:11:33.897","","",""
