header__resultCode,header__resultMsg,body__items__item__createDt,body__items__item__deathCnt,body__items__item__defCnt,body__items__item__gubun,body__items__item__gubunCn,body__items__item__gubunEn,body__items__item__incDec,body__items__item__isolClearCnt,body__items__item__isolIngCnt,body__items__item__localOccCnt,body__items__item__overFlowCnt,body__items__item__qurRate,body__items__item__seq,body__items__item__stdDay,body__items__item__updateDt,body__numOfRows,body__pageNo,body__totalCount
0,NORMAL SERVICE.,00:00.0,12,5444,검역,隔離區,Lazaretto,16,4881,551,0,16,0,10755,2021년 08월 08일 00시,11:33.9,10,1,19
,,00:00.0,1,1866,제주,济州,Jeju,5,1676,189,5,0,276.59,10756,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,23,7986,경남,庆南,Gyeongsangnam-do,118,6827,1136,117,1,239.09,10757,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,87,5809,경북,庆北,Gyeongsangbuk-do,56,5272,450,53,3,220.09,10758,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,18,2153,전남,全南,Jeollanam-do,20,1951,184,18,2,116.28,10759,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,60,2936,전북,全北,Jeollabuk-do,20,2632,244,20,0,162.74,10760,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,46,5400,충남,忠南,Chungcheongnam-do,86,4672,682,82,4,254.59,10761,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,71,4161,충북,忠北,Chungcheongbuk-do,55,3677,413,54,1,259.93,10762,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,57,4724,강원,江原,Gangwon-do,25,4258,409,25,0,306.19,10763,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,690,59294,경기,京畿,Gyeonggi-do,462,52004,6600,455,7,441.6,10764,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,1,823,세종,世宗,Sejong,7,717,105,7,0,231.29,10765,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,41,3378,울산,蔚山,Ulsan,58,3122,215,58,0,297.35,10766,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,31,4669,대전,大田,Daejeon,33,3427,1211,33,0,318.95,10767,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,24,3545,광주,光州,Gwangju,32,3279,242,29,3,244.47,10768,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,66,9700,인천,仁川,Incheon,75,8503,1131,70,5,329.61,10769,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,223,12166,대구,大邱,Daegu,63,11299,644,57,6,503.07,10770,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,128,9028,부산,釜山,Busan,147,7787,1113,145,2,266.16,10771,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,542,67867,서울,首尔,Seoul,450,59003,8322,441,9,701.94,10772,2021년 08월 08일 00시,11:33.9,,,
,,00:00.0,2121,210949,합계,合计,Total,1728,184987,23841,1669,59,407.01,10773,2021년 08월 08일 00시,11:33.9,,,
