"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolIngCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-09-20 9:59:49.49","0","1441","검역","隔離區","Lazaretto","6","1353","88","0","6","-","4453","2020년 09월 20일 00시","NULL","10","1","19"
"","","2020-09-20 9:59:49.49","0","58","제주","济州","Jeju","0","45","13","0","0","8.65","4452","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","0","283","경남","庆南","Gyeongsangnam-do","1","252","31","1","0","8.42","4451","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","55","1511","경북","庆北","Gyeongsangbuk-do","5","1410","46","4","1","56.75","4450","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","0","167","전남","全南","Jeollanam-do","0","115","52","0","0","8.96","4449","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","0","115","전북","全北","Jeollabuk-do","0","87","28","0","0","6.33","4448","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","2","468","충남","忠南","Chungcheongnam-do","1","346","120","1","0","22.05","4447","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","1","156","충북","忠北","Chungcheongbuk-do","1","133","22","1","0","9.75","4446","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","3","217","강원","江原","Gangwon-do","0","194","20","0","0","14.09","4445","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","62","4156","경기","京畿","Gyeonggi-do","26","3416","678","24","2","31.37","4444","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","0","70","세종","世宗","Sejong","0","64","6","0","0","20.45","4443","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","2","142","울산","蔚山","Ulsan","1","116","24","1","0","12.38","4442","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","3","354","대전","大田","Daejeon","2","291","60","1","1","24.01","4441","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","3","485","광주","光州","Gwangju","0","422","60","0","0","33.29","4440","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","8","879","인천","仁川","Incheon","3","761","110","3","0","29.73","4439","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","193","7124","대구","大邱","Daegu","2","6872","59","2","0","292.39","4438","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","4","377","부산","釜山","Busan","6","320","53","6","0","11.05","4437","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","47","4972","서울","首尔","Seoul","28","3961","964","28","0","51.08","4436","2020년 09월 20일 00시","NULL","","",""
"","","2020-09-20 9:59:49.49","383","22975","합계","合计","Total","82","20158","2434","72","10","44.31","4435","2020년 09월 20일 00시","NULL","","",""
