"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-04-06 10:19:46.46","0","310","검역","隔離區","Lazaretto","7","2","-","858","2020년 04월 06일 00시","","10","1","19"
"","","2020-04-06 10:19:46.46","0","12","제주","济州","Jeju","0","4","1.79","857","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","0","111","경남","庆南","Gyeongsangnam-do","2","80","3.30","856","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","45","1316","경북","庆北","Gyeongsangbuk-do","2","922","49.43","855","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","0","15","전남","全南","Jeollanam-do","0","4","0.80","854","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","0","16","전북","全北","Jeollabuk-do","0","7","0.88","853","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","0","136","충남","忠南","Chungcheongnam-do","1","102","6.41","852","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","0","45","충북","忠北","Chungcheongbuk-do","0","29","2.81","851","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","1","45","강원","江原","Gangwon-do","0","23","2.92","850","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","7","580","경기","京畿","Gyeonggi-do","8","213","4.38","849","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","0","46","세종","世宗","Sejong","0","17","13.44","848","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","1","40","울산","蔚山","Ulsan","0","27","3.49","847","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","0","39","대전","大田","Daejeon","2","19","2.65","846","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","0","27","광주","光州","Gwangju","0","15","1.85","845","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","0","80","인천","仁川","Incheon","1","27","2.71","844","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","129","6781","대구","大邱","Daegu","13","4865","278.31","843","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","3","122","부산","釜山","Busan","0","91","3.58","842","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","0","563","서울","首尔","Seoul","11","151","5.78","841","2020년 04월 06일 00시","","","",""
"","","2020-04-06 10:19:46.46","186","10284","합계","合计","Total","47","6598","19.84","840","2020년 04월 06일 00시","","","",""
