"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-18 10:28:55.55","0","11","검역","","","5","0","-","292","2020년 3월 18일 00시","","10","1","19"
"","","2020-03-18 10:28:55.55","0","4","제주","","","0","2","0.60","291","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","0","86","경남","","","0","23","2.56","290","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","21","1178","경북","","","9","235","44.24","289","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","0","5","전남","","","1","2","0.27","288","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","0","9","전북","","","2","5","0.50","287","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","0","118","충남","","","3","16","5.56","286","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","0","32","충북","","","1","5","2.00","285","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","1","30","강원","","","1","8","1.95","284","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","3","277","경기","","","15","59","2.09","283","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","0","41","세종","","","1","0","11.98","282","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","0","30","울산","","","2","9","2.62","281","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","0","22","대전","","","0","4","1.49","280","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","0","17","광주","","","1","6","1.17","279","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","0","32","인천","","","1","5","1.08","278","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","58","6144","대구","","","46","1048","252.17","277","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","1","107","부산","","","0","58","3.14","276","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","0","270","서울","","","5","55","2.77","275","2020년 3월 18일 00시","","","",""
"","","2020-03-18 10:28:55.55","84","8413","합계","","","93","1540","16.23","274","2020년 3월 18일 00시","","","",""
