header__resultCode,header__resultMsg,body__items__item__createDt,body__items__item__deathCnt,body__items__item__defCnt,body__items__item__gubun,body__items__item__gubunCn,body__items__item__gubunEn,body__items__item__incDec,body__items__item__isolClearCnt,body__items__item__isolIngCnt,body__items__item__localOccCnt,body__items__item__overFlowCnt,body__items__item__qurRate,body__items__item__seq,body__items__item__stdDay,body__items__item__updateDt,body__numOfRows,body__pageNo,body__totalCount
0,NORMAL SERVICE.,00:00.0,5,4183,검역,隔離區,Lazaretto,11,3910,268,0,11,0,9976,2021년 06월 28일 00시,11:33.9,10,1,19
,,00:00.0,1,1256,제주,济州,Jeju,2,1211,44,2,0,187.25,9977,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,20,5215,경남,庆南,Gyeongsangnam-do,10,5040,155,10,0,155.15,9978,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,86,4939,경북,庆北,Gyeongsangbuk-do,1,4736,117,1,0,185.5,9979,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,15,1637,전남,全南,Jeollanam-do,2,1522,100,2,0,87.79,9980,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,59,2347,전북,全北,Jeollabuk-do,2,2242,46,2,0,129.15,9981,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,42,3785,충남,忠南,Chungcheongnam-do,8,3616,127,6,2,178.33,9982,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,70,3291,충북,忠北,Chungcheongbuk-do,5,3112,109,5,0,205.77,9983,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,53,3536,강원,江原,Gangwon-do,17,3315,168,16,1,229.53,9984,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,652,43589,경기,京畿,Gyeonggi-do,162,40985,1952,157,5,328.96,9985,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,1,554,세종,世宗,Sejong,0,517,36,0,0,161.83,9986,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,40,2807,울산,蔚山,Ulsan,8,2684,83,7,1,244.72,9987,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,27,2600,대전,大田,Daejeon,7,2360,213,7,0,176.37,9988,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,24,2929,광주,光州,Gwangju,7,2845,60,6,1,201.07,9989,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,61,6720,인천,仁川,Incheon,31,6411,248,30,1,227.33,9990,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,222,10579,대구,大邱,Daegu,5,10253,104,5,0,434.19,9991,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,124,6198,부산,釜山,Busan,38,5823,251,37,1,181.66,9992,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,513,49406,서울,首尔,Seoul,185,46081,2812,179,6,507.59,9993,2021년 06월 28일 00시,11:33.9,,,
,,00:00.0,2015,155571,합계,合计,Total,501,146663,6893,472,29,300.05,9994,2021년 06월 28일 00시,11:33.9,,,
