"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolingCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2021-06-18 09:00:00.000","5","3990","검역","隔離區","Lazaretto","10","3810","175","0","10","0.00","9786","2021년 06월 18일 00시","2021-09-16 10:11:33.897","10","1","19"
"","","2021-06-18 09:00:00.000","1","1221","제주","济州","Jeju","6","1135","85","6","0","182.04","9787","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","20","5075","경남","庆南","Gyeongsangnam-do","14","4852","203","12","2","150.98","9788","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","86","4839","경북","庆北","Gyeongsangbuk-do","11","4657","96","10","1","181.75","9789","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","15","1574","전남","全南","Jeollanam-do","4","1469","90","4","0","84.41","9790","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","58","2311","전북","全北","Jeollabuk-do","4","2205","48","3","1","127.17","9791","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","41","3681","충남","忠南","Chungcheongnam-do","7","3550","90","7","0","173.43","9792","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","69","3216","충북","忠北","Chungcheongbuk-do","19","2961","186","19","0","201.08","9793","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","51","3393","강원","江原","Gangwon-do","9","3215","127","9","0","220.25","9794","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","649","42066","경기","京畿","Gyeonggi-do","153","39463","1954","152","1","317.47","9795","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","1","520","세종","世宗","Sejong","1","487","32","1","0","151.90","9796","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","40","2722","울산","蔚山","Ulsan","11","2602","80","11","0","237.31","9797","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","25","2424","대전","大田","Daejeon","13","2186","213","12","1","164.43","9798","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","23","2881","광주","光州","Gwangju","2","2819","39","1","1","197.78","9799","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","61","6509","인천","仁川","Incheon","22","6242","206","21","1","220.19","9800","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","222","10488","대구","大邱","Daegu","11","10024","242","11","0","430.46","9801","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","124","5995","부산","釜山","Busan","10","5658","213","9","1","175.71","9802","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","505","47332","서울","首尔","Seoul","200","44466","2361","197","3","486.28","9803","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-06-18 09:00:00.000","1996","150237","합계","合计","Total","507","141801","6440","485","22","289.77","9804","2021년 06월 18일 00시","2021-09-16 10:11:33.897","","",""
