header__resultCode,header__resultMsg,body__items__item__createDt,body__items__item__deathCnt,body__items__item__defCnt,body__items__item__gubun,body__items__item__gubunCn,body__items__item__gubunEn,body__items__item__incDec,body__items__item__isolClearCnt,body__items__item__isolIngCnt,body__items__item__localOccCnt,body__items__item__overFlowCnt,body__items__item__qurRate,body__items__item__seq,body__items__item__stdDay,body__items__item__updateDt,body__numOfRows,body__pageNo,body__totalCount
0,NORMAL SERVICE.,00:00.0,5,3922,검역,隔離區,Lazaretto,9,3768,149,0,9,0,9672,2021년 06월 12일 00시,11:33.9,10,1,19
,,00:00.0,1,1178,제주,济州,Jeju,5,1046,131,5,0,175.62,9673,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,19,5025,경남,庆南,Gyeongsangnam-do,25,4689,317,23,2,149.49,9674,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,86,4806,경북,庆北,Gyeongsangbuk-do,5,4585,135,5,0,180.51,9675,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,15,1546,전남,全南,Jeollanam-do,4,1418,113,4,0,82.91,9676,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,58,2291,전북,全北,Jeollabuk-do,2,2168,65,2,0,126.07,9677,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,39,3637,충남,忠南,Chungcheongnam-do,5,3470,128,4,1,171.36,9678,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,68,3119,충북,忠北,Chungcheongbuk-do,12,2872,179,12,0,195.01,9679,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,51,3346,강원,江原,Gangwon-do,11,3144,151,10,1,217.2,9680,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,646,41149,경기,京畿,Gyeonggi-do,174,38345,2158,170,4,310.55,9681,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,1,503,세종,世宗,Sejong,1,481,21,0,1,146.94,9682,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,40,2676,울산,蔚山,Ulsan,6,2552,84,6,0,233.3,9683,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,25,2328,대전,大田,Daejeon,22,2068,235,22,0,157.92,9684,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,22,2861,광주,光州,Gwangju,7,2790,49,4,3,196.4,9685,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,61,6417,인천,仁川,Incheon,20,6154,202,19,1,217.08,9686,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,222,10403,대구,大邱,Daegu,23,9758,423,21,2,426.97,9687,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,124,5913,부산,釜山,Busan,26,5549,240,13,13,173.31,9688,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,499,46301,서울,首尔,Seoul,208,43167,2635,205,3,475.69,9689,2021년 06월 12일 00시,11:33.9,,,
,,00:00.0,1982,147421,합계,合计,Total,565,138024,7415,525,40,284.34,9690,2021년 06월 12일 00시,11:33.9,,,
