"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-20 10:38:48.48","0","17","검역","隔離區","Lazaretto","1","0","-　","330","2020년 3월 20일 00시","2020-03-20 14:20:06.06","10","1","19"
"","","2020-03-20 10:38:48.48","0","4","제주","济州","Jeju","0","2","0.6","329","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","0","87","경남","庆南","Gyeongsangnam-do","1","33","2.59","328","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","22","1203","경북","庆北","Gyeongsangbuk-do","13","340","45.18","327","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","0","5","전남","全南","Jeollanam-do","0","3","0.27","326","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","0","10","전북","全北","Jeollabuk-do","0","7","0.55","325","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","0","119","충남","忠南","Chungcheongnam-do","1","32","5.61","324","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","0","33","충북","忠北","Chungcheongbuk-do","0","6","2.06","323","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","1","30","강원","江原","Gangwon-do","0","10","1.95","322","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","3","309","경기","京畿","Gyeonggi-do","14","66","2.33","321","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","0","41","세종","世宗","Sejong","0","0","11.98","320","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","0","36","울산","蔚山","Ulsan","0","11","3.14","319","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","0","22","대전","大田","Daejeon","0","5","1.49","318","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","0","18","광주","光州","Gwangju","1","10","1.24","317","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","0","36","인천","仁川","Incheon","4","7","1.22","316","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","67","6275","대구","大邱","Daegu","34","1577","257.54","315","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","1","108","부산","釜山","Busan","1","60","3.17","314","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","0","299","서울","首尔","Seoul","17","64","3.07","313","2020년 3월 20일 00시","","","",""
"","","2020-03-20 10:38:48.48","94","8652","합계","合计","Total","87","2233","16.69","312","2020년 3월 20일 00시","","","",""
