"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-15 10:34:55.55","0","4","제주","","","0","1","0.60","235","2020년 3월 15일 00시","","10","1","18"
"","","2020-03-15 10:34:55.55","0","85","경남","","","0","16","2.53","234","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","17","1157","경북","","","4","163","43.46","233","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","0","4","전남","","","0","2","0.21","232","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","0","7","전북","","","0","4","0.39","231","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","0","115","충남","","","0","10","5.42","230","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","0","31","충북","","","3","6","1.94","229","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","1","29","강원","","","0","7","1.88","228","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","3","211","경기","","","11","40","1.59","227","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","0","39","세종","","","1","0","11.39","226","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","0","28","울산","","","1","6","2.44","225","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","0","22","대전","","","0","4","1.49","224","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","0","16","광주","","","1","4","1.10","223","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","0","30","인천","","","2","4","1.01","222","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","53","6031","대구","","","41","468","247.53","221","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","1","106","부산","","","3","52","3.11","220","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","0","247","서울","","","9","47","2.54","219","2020년 3월 15일 00시","","","",""
"","","2020-03-15 10:34:55.55","75","8162","합계","","","76","834","15.74","218","2020년 3월 15일 00시","","","",""
