"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-04-03 10:30:57.57","0","264","검역","隔離區","Lazaretto","22","1","-","801","2020년 04월 03일 00시","","10","1","19"
"","","2020-04-03 10:30:57.57","0","9","제주","济州","Jeju","0","3","1.34","800","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","0","107","경남","庆南","Gyeongsangnam-do","1","71","3.18","799","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","42","1309","경북","庆北","Gyeongsangbuk-do","5","865","49.16","798","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","0","15","전남","全南","Jeollanam-do","1","3","0.80","797","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","0","15","전북","全北","Jeollabuk-do","1","7","0.83","796","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","0","134","충남","忠南","Chungcheongnam-do","1","97","6.31","795","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","0","45","충북","忠北","Chungcheongbuk-do","1","25","2.81","794","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","1","41","강원","江原","Gangwon-do","2","23","2.66","793","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","6","539","경기","京畿","Gyeonggi-do","23","186","4.07","792","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","0","46","세종","世宗","Sejong","0","12","13.44","791","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","1","40","울산","蔚山","Ulsan","0","21","3.49","790","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","0","36","대전","大田","Daejeon","0","18","2.44","789","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","0","26","광주","光州","Gwangju","1","15","1.78","788","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","0","74","인천","仁川","Incheon","1","21","2.50","787","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","121","6734","대구","大邱","Daegu","9","4434","276.38","786","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","3","122","부산","釜山","Busan","0","88","3.58","785","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","0","506","서울","首尔","Seoul","18","131","5.20","784","2020년 04월 03일 00시","","","",""
"","","2020-04-03 10:30:57.57","174","10062","합계","合计","Total","86","6021","19.41","783","2020년 04월 03일 00시","","","",""
