header__resultCode,header__resultMsg,body__items__item__createDt,body__items__item__deathCnt,body__items__item__defCnt,body__items__item__gubun,body__items__item__gubunCn,body__items__item__gubunEn,body__items__item__incDec,body__items__item__isolClearCnt,body__items__item__isolIngCnt,body__items__item__localOccCnt,body__items__item__overFlowCnt,body__items__item__qurRate,body__items__item__seq,body__items__item__stdDay,body__items__item__updateDt,body__numOfRows,body__pageNo,body__totalCount
0,NORMAL SERVICE.,00:00.0,11,5301,검역,隔離區,Lazaretto,25,4826,464,0,25,0,10641,2021년 08월 02일 00시,11:33.9,10,1,19
,,00:00.0,1,1764,제주,济州,Jeju,12,1569,194,12,0,261.47,10642,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,22,7371,경남,庆南,Gyeongsangnam-do,84,6220,1129,77,7,220.67,10643,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,87,5515,경북,庆北,Gyeongsangbuk-do,31,5131,297,27,4,208.95,10644,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,17,2050,전남,全南,Jeollanam-do,6,1822,211,3,3,110.72,10645,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,60,2794,전북,全北,Jeollabuk-do,13,2485,249,11,2,154.87,10646,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,45,5030,충남,忠南,Chungcheongnam-do,38,4401,584,35,3,237.15,10647,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,71,3893,충북,忠北,Chungcheongbuk-do,26,3511,311,26,0,243.19,10648,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,56,4562,강원,江原,Gangwon-do,25,3992,514,24,1,295.69,10649,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,684,56523,경기,京畿,Gyeonggi-do,337,49977,5862,328,9,420.96,10650,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,1,748,세종,世宗,Sejong,3,668,79,2,1,210.21,10651,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,41,3239,울산,蔚山,Ulsan,13,3052,146,12,1,285.12,10652,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,30,4322,대전,大田,Daejeon,64,3266,1026,62,2,295.24,10653,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,24,3430,광주,光州,Gwangju,17,3194,212,16,1,236.54,10654,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,64,9211,인천,仁川,Incheon,62,7942,1205,59,3,313,10655,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,222,11718,대구,大邱,Daegu,26,10942,554,26,0,484.55,10656,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,128,8336,부산,釜山,Busan,72,7214,994,68,4,245.76,10657,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,535,65187,서울,首尔,Seoul,364,56372,8280,362,2,674.22,10658,2021년 08월 02일 00시,11:33.9,,,
,,00:00.0,2099,200994,합계,合计,Total,1218,176584,22311,1150,68,387.8,10659,2021년 08월 02일 00시,11:33.9,,,
