"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolingCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2021-07-06 09:00:00.000","5","4408","검역","隔離區","Lazaretto","30","4053","350","0","30","0.00","10128","2021년 07월 06일 00시","2021-09-16 10:11:33.897","10","1","19"
"","","2021-07-06 09:00:00.000","1","1285","제주","济州","Jeju","5","1244","40","4","1","191.58","10129","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","21","5336","경남","庆南","Gyeongsangnam-do","19","5149","166","17","2","158.75","10130","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","86","4998","경북","庆北","Gyeongsangbuk-do","11","4822","90","11","0","187.72","10131","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","16","1674","전남","全南","Jeollanam-do","4","1560","98","4","0","89.77","10132","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","59","2397","전북","全北","Jeollabuk-do","6","2267","71","6","0","131.90","10133","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","43","3894","충남","忠南","Chungcheongnam-do","13","3686","165","11","2","183.47","10134","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","71","3330","충북","忠北","Chungcheongbuk-do","2","3195","64","2","0","208.20","10135","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","53","3629","강원","江原","Gangwon-do","9","3416","160","6","3","235.57","10136","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","658","45504","경기","京畿","Gyeonggi-do","229","42172","2674","224","5","343.42","10137","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","1","583","세종","世宗","Sejong","5","542","40","5","0","170.30","10138","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","40","2855","울산","蔚山","Ulsan","3","2753","62","3","0","248.90","10139","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","27","2797","대전","大田","Daejeon","26","2513","257","26","0","189.74","10140","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","24","2963","광주","光州","Gwangju","4","2883","56","4","0","203.41","10141","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","61","6919","인천","仁川","Incheon","23","6575","283","20","3","234.06","10142","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","222","10639","대구","大邱","Daegu","8","10338","79","7","1","436.65","10143","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","126","6389","부산","釜山","Busan","29","5956","307","27","2","187.26","10144","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","518","51940","서울","首尔","Seoul","320","47626","3796","313","7","533.62","10145","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
"","","2021-07-06 09:00:00.000","2032","161540","합계","合计","Total","746","150750","8758","690","56","311.57","10146","2021년 07월 06일 00시","2021-09-16 10:11:33.897","","",""
