"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-04-08 10:21:02.02","0","338","검역","隔離區","Lazaretto","14","3","-","896","2020년 04월 08일 00시","","10","1","19"
"","","2020-04-08 10:21:02.02","0","12","제주","济州","Jeju","0","4","1.79","895","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","0","113","경남","庆南","Gyeongsangnam-do","1","80","3.36","894","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","46","1320","경북","庆北","Gyeongsangbuk-do","3","954","49.58","893","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","0","15","전남","全南","Jeollanam-do","0","4","0.80","892","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","0","17","전북","全北","Jeollabuk-do","1","7","0.94","891","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","0","137","충남","忠南","Chungcheongnam-do","0","106","6.45","890","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","0","45","충북","忠北","Chungcheongbuk-do","0","29","2.81","889","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","1","49","강원","江原","Gangwon-do","2","24","3.18","888","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","10","596","경기","京畿","Gyeonggi-do","6","237","4.50","887","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","0","46","세종","世宗","Sejong","0","14","13.44","886","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","1","40","울산","蔚山","Ulsan","0","28","3.49","885","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","0","39","대전","大田","Daejeon","0","20","2.65","884","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","0","27","광주","光州","Gwangju","0","15","1.85","883","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","0","84","인천","仁川","Incheon","4","27","2.84","882","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","137","6803","대구","大邱","Daegu","9","4961","279.21","881","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","3","125","부산","釜山","Busan","2","94","3.66","880","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","2","578","서울","首尔","Seoul","11","169","5.94","879","2020년 04월 08일 00시","","","",""
"","","2020-04-08 10:21:02.02","200","10384","합계","合计","Total","53","6776","20.03","878","2020년 04월 08일 00시","","","",""
