header__resultCode,header__resultMsg,body__items__item__createDt,body__items__item__deathCnt,body__items__item__defCnt,body__items__item__gubun,body__items__item__gubunCn,body__items__item__gubunEn,body__items__item__incDec,body__items__item__isolClearCnt,body__items__item__isolIngCnt,body__items__item__localOccCnt,body__items__item__overFlowCnt,body__items__item__qurRate,body__items__item__seq,body__items__item__stdDay,body__items__item__updateDt,body__numOfRows,body__pageNo,body__totalCount
0,NORMAL SERVICE.,00:00.0,13,5685,검역,隔離區,Lazaretto,20,5191,481,0,20,0,11002,2021년 08월 21일 00시,11:33.9,10,1,19
,,00:00.0,1,2370,제주,济州,Jeju,52,1907,462,51,1,351.3,11003,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,27,9331,경남,庆南,Gyeongsangnam-do,79,8092,1212,78,1,279.35,11004,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,88,6615,경북,庆北,Gyeongsangbuk-do,111,5799,728,109,2,250.62,11005,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,19,2443,전남,全南,Jeollanam-do,15,2129,295,15,0,131.94,11006,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,60,3265,전북,全北,Jeollabuk-do,24,2916,289,24,0,180.98,11007,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,49,6292,충남,忠南,Chungcheongnam-do,75,5315,928,65,10,296.65,11008,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,72,4775,충북,忠北,Chungcheongbuk-do,41,4179,524,37,4,298.28,11009,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,58,5138,강원,江原,Gangwon-do,40,4685,395,40,0,333.02,11010,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,716,66175,경기,京畿,Gyeonggi-do,599,57031,8428,584,15,492.85,11011,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,1,909,세종,世宗,Sejong,2,826,82,2,0,255.46,11012,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,41,3860,울산,蔚山,Ulsan,27,3443,376,27,0,339.78,11013,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,34,5233,대전,大田,Daejeon,28,4242,957,28,0,357.47,11014,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,25,3829,광주,光州,Gwangju,27,3571,233,27,0,264.06,11015,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,73,10977,인천,仁川,Incheon,92,9651,1253,90,2,373.01,11016,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,223,12910,대구,大邱,Daegu,34,12105,582,31,3,533.84,11017,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,135,10676,부산,釜山,Busan,86,8982,1559,86,0,314.75,11018,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,567,74244,서울,首尔,Seoul,525,64437,9240,518,7,767.9,11019,2021년 08월 21일 00시,11:33.9,,,
,,00:00.0,2202,234727,합계,合计,Total,1877,204501,28024,1812,65,452.89,11020,2021년 08월 21일 00시,11:33.9,,,
