"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-16 10:44:17.17","0","4","검역","","","4","0","-","254","2020년 3월 16일 00시","","10","1","19"
"","","2020-03-16 10:44:17.17","0","4","제주","","","0","2","0.60","253","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","0","85","경남","","","0","20","2.53","252","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","17","1164","경북","","","7","178","43.72","251","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","0","4","전남","","","0","2","0.21","250","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","0","7","전북","","","0","4","0.39","249","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","0","115","충남","","","0","12","5.42","248","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","0","31","충북","","","0","6","1.94","247","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","1","29","강원","","","0","7","1.88","246","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","3","231","경기","","","20","48","1.74","245","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","0","40","세종","","","1","0","11.68","244","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","0","28","울산","","","0","7","2.44","243","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","0","22","대전","","","0","4","1.49","242","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","0","16","광주","","","0","4","1.10","241","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","0","30","인천","","","0","4","1.01","240","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","53","6066","대구","","","35","734","248.96","239","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","1","107","부산","","","1","53","3.14","238","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","0","253","서울","","","6","52","2.60","237","2020년 3월 16일 00시","","","",""
"","","2020-03-16 10:44:17.17","75","8236","합계","","","74","1137","15.74","236","2020년 3월 16일 00시","","","",""
