"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-29 10:48:02.02","0","189","검역","隔離區","Lazaretto","21","0","-","501","2020년 03월 29일 00시","","10","1","19"
"","","2020-03-29 10:48:02.02","0","8","제주","济州","Jeju","0","4","1.19","500","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","0","94","경남","庆南","Gyeongsangnam-do","3","64","2.80","499","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","37","1287","경북","庆北","Gyeongsangbuk-do","2","732","48.34","498","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","0","9","전남","全南","Jeollanam-do","1","3","0.48","497","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","0","12","전북","全北","Jeollabuk-do","2","7","0.66","496","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","0","127","충남","忠南","Chungcheongnam-do","1","83","5.98","495","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","0","41","충북","忠北","Chungcheongbuk-do","0","21","2.56","494","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","1","34","강원","江原","Gangwon-do","2","21","2.21","493","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","5","448","경기","京畿","Gyeonggi-do","15","144","3.38","492","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","0","46","세종","世宗","Sejong","2","11","13.44","491","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","0","39","울산","蔚山","Ulsan","0","19","3.40","490","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","0","34","대전","大田","Daejeon","3","14","2.31","489","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","0","20","광주","光州","Gwangju","0","11","1.37","488","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","0","58","인천","仁川","Incheon","7","15","1.96","487","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","106","6610","대구","大邱","Daegu","23","3706","271.29","486","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","3","117","부산","釜山","Busan","3","85","3.43","485","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","0","410","서울","首尔","Seoul","20","93","4.21","484","2020년 03월 29일 00시","","","",""
"","","2020-03-29 10:48:02.02","152","9583","합계","合计","Total","105","5033","18.48","483","2020년 03월 29일 00시","","","",""
