"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-28 10:46:14.14","0","168","검역","隔離區","Lazaretto","24","0","-","482","2020년 03월 28일 00시","","10","1","19"
"","","2020-03-28 10:46:14.14","0","8","제주","济州","Jeju","1","4","1.19","481","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","0","91","경남","庆南","Gyeongsangnam-do","0","63","2.71","480","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","35","1285","경북","庆北","Gyeongsangbuk-do","2","692","48.26","479","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","0","8","전남","全南","Jeollanam-do","0","3","0.43","478","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","0","10","전북","全北","Jeollabuk-do","0","7","0.55","477","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","0","126","충남","忠南","Chungcheongnam-do","2","81","5.94","476","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","0","41","충북","忠北","Chungcheongbuk-do","0","21","2.56","475","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","1","32","강원","江原","Gangwon-do","1","20","2.08","474","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","5","433","경기","京畿","Gyeonggi-do","21","140","3.27","473","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","0","44","세종","世宗","Sejong","0","9","12.85","472","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","0","39","울산","蔚山","Ulsan","0","19","3.40","471","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","0","31","대전","大田","Daejeon","0","10","2.10","470","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","0","20","광주","光州","Gwangju","0","11","1.37","469","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","0","51","인천","仁川","Incheon","5","14","1.73","468","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","101","6587","대구","大邱","Daegu","71","3543","270.35","467","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","2","114","부산","釜山","Busan","1","81","3.34","466","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","0","390","서울","首尔","Seoul","18","93","4.01","465","2020년 03월 28일 00시","","","",""
"","","2020-03-28 10:46:14.14","144","9478","합계","合计","Total","146","4811","18.28","464","2020년 03월 28일 00시","","","",""
