header__resultCode,header__resultMsg,body__items__item__createDt,body__items__item__deathCnt,body__items__item__defCnt,body__items__item__gubun,body__items__item__gubunCn,body__items__item__gubunEn,body__items__item__incDec,body__items__item__isolClearCnt,body__items__item__isolIngCnt,body__items__item__localOccCnt,body__items__item__overFlowCnt,body__items__item__qurRate,body__items__item__seq,body__items__item__stdDay,body__items__item__updateDt,body__numOfRows,body__pageNo,body__totalCount
0,NORMAL SERVICE.,00:00.0,12,5342,검역,隔離區,Lazaretto,30,4827,503,0,30,0,10679,2021년 08월 04일 00시,11:33.9,10,1,19
,,00:00.0,1,1808,제주,济州,Jeju,23,1606,201,23,0,268,10680,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,23,7557,경남,庆南,Gyeongsangnam-do,114,6446,1088,113,1,226.24,10681,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,87,5588,경북,庆北,Gyeongsangbuk-do,48,5169,332,46,2,211.71,10682,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,17,2069,전남,全南,Jeollanam-do,15,1866,186,15,0,111.74,10683,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,60,2843,전북,全北,Jeollabuk-do,33,2533,250,33,0,157.59,10684,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,45,5136,충남,忠南,Chungcheongnam-do,55,4465,626,52,3,242.15,10685,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,71,3977,충북,忠北,Chungcheongbuk-do,45,3562,344,45,0,248.43,10686,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,56,4609,강원,江原,Gangwon-do,22,4103,450,22,0,298.73,10687,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,685,57370,경기,京畿,Gyeonggi-do,487,50521,6164,474,13,427.27,10688,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,1,763,세종,世宗,Sejong,8,681,81,8,0,214.43,10689,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,41,3262,울산,蔚山,Ulsan,15,3076,145,14,1,287.14,10690,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,30,4459,대전,大田,Daejeon,59,3307,1122,59,0,304.6,10691,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,24,3464,광주,光州,Gwangju,16,3225,215,15,1,238.89,10692,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,66,9342,인천,仁川,Incheon,83,8131,1145,83,0,317.45,10693,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,222,11830,대구,大邱,Daegu,75,11050,558,75,0,489.18,10694,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,128,8516,부산,釜山,Busan,111,7418,970,108,3,251.07,10695,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,537,65984,서울,首尔,Seoul,486,57121,8326,479,7,682.47,10696,2021년 08월 04일 00시,11:33.9,,,
,,00:00.0,2106,203919,합계,合计,Total,1725,179107,22706,1664,61,393.45,10697,2021년 08월 04일 00시,11:33.9,,,
