header__resultCode,header__resultMsg,body__items__item__createDt,body__items__item__deathCnt,body__items__item__defCnt,body__items__item__gubun,body__items__item__gubunCn,body__items__item__gubunEn,body__items__item__incDec,body__items__item__isolClearCnt,body__items__item__isolIngCnt,body__items__item__localOccCnt,body__items__item__overFlowCnt,body__items__item__qurRate,body__items__item__seq,body__items__item__stdDay,body__items__item__updateDt,body__numOfRows,body__pageNo,body__totalCount
0,NORMAL SERVICE.,00:00.0,6,4709,검역,隔離區,Lazaretto,14,4271,432,0,14,0,10375,2021년 07월 19일 00시,11:33.9,10,1,19
,,00:00.0,1,1488,제주,济州,Jeju,11,1328,159,11,0,220.56,10376,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,22,6091,경남,庆南,Gyeongsangnam-do,74,5331,738,69,5,182.35,10377,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,87,5160,경북,庆北,Gyeongsangbuk-do,19,4910,163,17,2,195.5,10378,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,17,1813,전남,全南,Jeollanam-do,16,1643,153,16,0,97.92,10379,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,60,2523,전북,全北,Jeollabuk-do,10,2344,119,10,0,139.85,10380,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,44,4433,충남,忠南,Chungcheongnam-do,33,3868,521,33,0,209,10381,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,71,3486,충북,忠北,Chungcheongbuk-do,4,3271,144,4,0,217.76,10382,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,54,3947,강원,江原,Gangwon-do,27,3591,302,27,0,255.83,10383,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,666,50693,경기,京畿,Gyeonggi-do,340,45078,4949,335,5,377.54,10384,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,1,641,세종,世宗,Sejong,8,592,48,8,0,180.14,10385,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,40,3029,울산,蔚山,Ulsan,14,2840,149,13,1,266.63,10386,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,28,3316,대전,大田,Daejeon,83,2768,520,83,0,226.52,10387,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,24,3155,광주,光州,Gwangju,14,2964,167,12,2,217.58,10388,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,61,7913,인천,仁川,Incheon,67,6974,878,62,5,268.89,10389,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,222,11037,대구,大邱,Daegu,33,10457,358,31,2,456.39,10390,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,127,7122,부산,釜山,Busan,65,6338,657,63,2,209.97,10391,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,527,58638,서울,首尔,Seoul,419,51053,7058,413,6,606.49,10392,2021년 07월 19일 00시,11:33.9,,,
,,00:00.0,2058,179194,합계,合计,Total,1251,159621,17515,1207,44,345.74,10393,2021년 07월 19일 00시,11:33.9,,,
