"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-27 10:39:21.21","0","144","검역","隔離區","Lazaretto","13","0","-","463","2020년 3월 27일 00시","","10","1","19"
"","","2020-03-27 10:39:21.21","0","7","제주","济州","Jeju","1","4","1.04","462","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","0","91","경남","庆南","Gyeongsangnam-do","1","62","2.71","461","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","34","1283","경북","庆北","Gyeongsangbuk-do","9","650","48.19","460","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","0","8","전남","全南","Jeollanam-do","0","3","0.43","459","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","0","10","전북","全北","Jeollabuk-do","0","7","0.55","458","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","0","124","충남","忠南","Chungcheongnam-do","0","78","5.84","457","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","0","41","충북","忠北","Chungcheongbuk-do","2","17","2.56","456","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","1","31","강원","江原","Gangwon-do","0","20","2.01","455","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","4","412","경기","京畿","Gyeonggi-do","11","131","3.11","454","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","0","44","세종","世宗","Sejong","0","9","12.85","453","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","0","39","울산","蔚山","Ulsan","2","20","3.40","452","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","0","31","대전","大田","Daejeon","1","9","2.10","451","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","0","20","광주","光州","Gwangju","1","11","1.37","450","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","0","46","인천","仁川","Incheon","3","13","1.56","449","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","98","6516","대구","大邱","Daegu","34","3324","267.43","448","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","2","113","부산","釜山","Busan","1","81","3.31","447","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","0","372","서울","首尔","Seoul","12","89","3.82","446","2020년 3월 27일 00시","","","",""
"","","2020-03-27 10:39:21.21","139","9332","합계","合计","Total","91","4528","18.00","445","2020년 3월 27일 00시","","","",""
