"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-24 10:50:06.06","0","67","검역","隔離區","Lazaretto","20","0","-","406","2020년 3월 24일 00시","","10","1","19"
"","","2020-03-24 10:50:06.06","0","4","제주","济州","Jeju","0","4","0.60","405","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","0","90","경남","庆南","Gyeongsangnam-do","1","48","2.68","404","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","26","1257","경북","庆北","Gyeongsangbuk-do","1","507","47.21","403","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","0","6","전남","全南","Jeollanam-do","0","3","0.32","402","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","0","10","전북","全北","Jeollabuk-do","0","7","0.55","401","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","0","120","충남","忠南","Chungcheongnam-do","0","56","5.65","400","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","0","38","충북","忠北","Chungcheongbuk-do","1","11","2.38","399","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","1","30","강원","江原","Gangwon-do","0","14","1.95","398","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","4","366","경기","京畿","Gyeonggi-do","15","97","2.76","397","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","0","42","세종","世宗","Sejong","0","3","12.27","396","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","0","36","울산","蔚山","Ulsan","0","18","3.14","395","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","0","24","대전","大田","Daejeon","0","6","1.63","394","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","0","19","광주","光州","Gwangju","0","11","1.30","393","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","0","41","인천","仁川","Incheon","1","8","1.39","392","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","88","6442","대구","大邱","Daegu","31","2571","264.4","391","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","1","111","부산","釜山","Busan","2","71","3.25","390","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","0","334","서울","首尔","Seoul","4","72","3.43","389","2020년 3월 24일 00시","","","",""
"","","2020-03-24 10:50:06.06","120","9037","합계","合计","Total","76","3507","17.43","388","2020년 3월 24일 00시","","","",""
