"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolIngCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2021-01-03 9:41:24.24","2","2470","검역","隔離區","Lazaretto","8","1681","787","0","8","-","6809","2021년 01월 03일 00시","NULL","10","1","19"
"","","2021-01-03 9:41:24.24","0","438","제주","济州","Jeju","4","276","162","4","0","65.30","6808","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","5","1409","경남","庆南","Gyeongsangnam-do","12","1079","325","12","0","41.92","6807","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","62","2482","경북","庆北","Gyeongsangbuk-do","14","1959","461","14","0","93.22","6806","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","5","589","전남","全南","Jeollanam-do","12","483","101","12","0","31.59","6805","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","13","861","전북","全北","Jeollabuk-do","5","654","194","5","0","47.38","6804","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","24","1684","충남","忠南","Chungcheongnam-do","9","1190","470","9","0","79.34","6803","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","28","1248","충북","忠北","Chungcheongbuk-do","27","655","565","26","1","78.03","6802","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","15","1301","강원","江原","Gangwon-do","33","928","358","33","0","84.45","6801","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","286","15166","경기","京畿","Gyeonggi-do","205","10893","3987","201","4","114.46","6800","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","1","154","세종","世宗","Sejong","1","131","22","1","0","44.99","6799","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","29","740","울산","蔚山","Ulsan","7","490","221","7","0","64.51","6798","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","7","868","대전","大田","Daejeon","8","714","147","8","0","58.88","6797","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","7","1137","광주","光州","Gwangju","26","884","246","26","0","78.05","6796","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","30","3023","인천","仁川","Incheon","48","2217","776","48","0","102.26","6795","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","202","7895","대구","大邱","Daegu","22","7328","365","21","1","324.03","6794","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","57","1970","부산","釜山","Busan","19","1424","489","19","0","57.74","6793","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","189","19809","서울","首尔","Seoul","197","11521","8099","195","2","203.51","6792","2021년 01월 03일 00시","NULL","","",""
"","","2021-01-03 9:41:24.24","962","63244","합계","合计","Total","657","44507","17775","641","16","121.98","6791","2021년 01월 03일 00시","NULL","","",""
