"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-04-07 10:27:25.25","0","324","검역","隔離區","Lazaretto","14","2","-","877","2020년 04월 07일 00시","","10","1","19"
"","","2020-04-07 10:27:25.25","0","12","제주","济州","Jeju","0","4","1.79","876","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","0","112","경남","庆南","Gyeongsangnam-do","1","80","3.33","875","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","46","1317","경북","庆北","Gyeongsangbuk-do","1","934","49.46","874","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","0","15","전남","全南","Jeollanam-do","0","4","0.80","873","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","0","16","전북","全北","Jeollabuk-do","0","7","0.88","872","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","0","137","충남","忠南","Chungcheongnam-do","1","104","6.45","871","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","0","45","충북","忠北","Chungcheongbuk-do","0","29","2.81","870","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","1","47","강원","江原","Gangwon-do","2","24","3.05","869","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","7","590","경기","京畿","Gyeonggi-do","10","226","4.45","868","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","0","46","세종","世宗","Sejong","0","17","13.44","867","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","1","40","울산","蔚山","Ulsan","0","28","3.49","866","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","0","39","대전","大田","Daejeon","0","20","2.65","865","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","0","27","광주","光州","Gwangju","0","15","1.85","864","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","0","80","인천","仁川","Incheon","0","27","2.71","863","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","134","6794","대구","大邱","Daegu","13","4918","278.84","862","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","3","123","부산","釜山","Busan","1","91","3.61","861","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","0","567","서울","首尔","Seoul","4","164","5.83","860","2020년 04월 07일 00시","","","",""
"","","2020-04-07 10:27:25.25","192","10331","합계","合计","Total","47","6694","19.93","859","2020년 04월 07일 00시","","","",""
