"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-23 10:30:07.07","0","47","검역","隔離區","Lazaretto","13","0","-","387","2020년 3월 23일 00시","","10","1","19"
"","","2020-03-23 10:30:07.07","0","4","제주","济州","Jeju","0","3","0.60","386","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","0","89","경남","庆南","Gyeongsangnam-do","1","45","2.65","385","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","24","1256","경북","庆北","Gyeongsangbuk-do","2","469","47.17","384","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","0","6","전남","全南","Jeollanam-do","0","3","0.32","383","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","0","10","전북","全北","Jeollabuk-do","0","7","0.55","382","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","0","120","충남","忠南","Chungcheongnam-do","0","44","5.65","381","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","0","37","충북","忠北","Chungcheongbuk-do","2","9","2.31","380","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","1","30","강원","江原","Gangwon-do","0","14","1.95","379","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","3","351","경기","京畿","Gyeonggi-do","14","88","2.65","378","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","0","42","세종","世宗","Sejong","1","3","12.27","377","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","0","36","울산","蔚山","Ulsan","0","17","3.14","376","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","0","24","대전","大田","Daejeon","0","6","1.63","375","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","0","19","광주","光州","Gwangju","0","10","1.30","374","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","0","40","인천","仁川","Incheon","0","8","1.35","373","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","82","6411","대구","大邱","Daegu","24","2305","263.12","372","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","1","109","부산","釜山","Busan","1","71","3.19","371","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","0","330","서울","首尔","Seoul","6","64","3.39","370","2020년 3월 23일 00시","","","",""
"","","2020-03-23 10:30:07.07","111","8961","합계","合计","Total","64","3166","17.28","369","2020년 3월 23일 00시","","","",""
