"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-17 10:46:26.26","0","6","검역","","","2","0","　-","273","2020년 3월 17일 00시","","10","1","19"
"","","2020-03-17 10:46:26.26","0","4","제주","","","0","2","0.6","272","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","0","86","경남","","","1","22","2.56","271","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","19","1169","경북","","","5","209","43.91","270","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","0","4","전남","","","0","2","0.21","269","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","0","7","전북","","","0","4","0.39","268","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","0","115","충남","","","0","15","5.42","267","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","0","31","충북","","","0","5","1.94","266","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","1","29","강원","","","0","8","1.88","265","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","3","262","경기","","","31","55","1.98","264","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","0","40","세종","","","0","0","11.68","263","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","0","28","울산","","","0","8","2.44","262","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","0","22","대전","","","0","4","1.49","261","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","0","16","광주","","","0","6","1.1","260","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","0","31","인천","","","1","5","1.05","259","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","57","6098","대구","","","32","947","250.28","258","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","1","107","부산","","","0","54","3.14","257","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","0","265","서울","","","12","55","2.72","256","2020년 3월 17일 00시","","","",""
"","","2020-03-17 10:46:26.26","81","8320","합계","","","84","1401","16.05","255","2020년 3월 17일 00시","","","",""
