"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolIngCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-11-11 9:36:03.03","0","1876","검역","隔離區","Lazaretto","8","1502","374","0","8","-","5612","2020년 11월 11일 00시","NULL","10","1","19"
"","","2020-11-11 9:36:03.03","0","60","제주","济州","Jeju","0","59","1","0","0","8.95","5611","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","0","370","경남","庆南","Gyeongsangnam-do","11","312","58","10","1","11.01","5610","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","57","1595","경북","庆北","Gyeongsangbuk-do","0","1525","13","0","0","59.91","5609","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","2","199","전남","全南","Jeollanam-do","1","178","19","0","1","10.67","5608","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","1","172","전북","全北","Jeollabuk-do","1","161","10","1","0","9.46","5607","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","8","665","충남","忠南","Chungcheongnam-do","7","523","134","6","1","31.33","5606","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","3","205","충북","忠北","Chungcheongbuk-do","2","180","22","1","1","12.82","5605","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","3","328","강원","江原","Gangwon-do","9","256","69","8","1","21.29","5604","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","101","5780","경기","京畿","Gyeonggi-do","53","5123","556","42","11","43.62","5603","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","0","82","세종","世宗","Sejong","0","82","0","0","0","23.95","5602","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","2","166","울산","蔚山","Ulsan","0","159","5","0","0","14.47","5601","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","6","446","대전","大田","Daejeon","1","430","10","1","0","30.25","5600","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","3","528","광주","光州","Gwangju","4","507","18","2","2","36.25","5599","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","11","1071","인천","仁川","Incheon","1","1017","43","0","1","36.23","5598","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","196","7198","대구","大邱","Daegu","0","6957","45","0","0","295.43","5597","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","15","606","부산","釜山","Busan","3","560","31","3","0","17.76","5596","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","79","6452","서울","首尔","Seoul","45","5735","638","39","6","66.29","5595","2020년 11월 11일 00시","NULL","","",""
"","","2020-11-11 9:36:03.03","487","27799","합계","合计","Total","146","25266","2046","113","33","53.62","5594","2020년 11월 11일 00시","NULL","","",""
