"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-31 10:36:21.21","0","217","검역","隔離區","Lazaretto","15","0","-","744","2020년 03월 31일 00시","","10","1","19"
"","","2020-03-31 10:36:21.21","0","9","제주","济州","Jeju","0","3","1.34","743","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","0","96","경남","庆南","Gyeongsangnam-do","1","67","2.86","742","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","38","1300","경북","庆北","Gyeongsangbuk-do","2","808","48.83","741","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","0","9","전남","全南","Jeollanam-do","0","3","0.48","740","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","0","13","전북","全北","Jeollabuk-do","0","7","0.72","739","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","0","128","충남","忠南","Chungcheongnam-do","1","90","6.03","738","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","0","44","충북","忠北","Chungcheongbuk-do","0","22","2.75","737","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","1","36","강원","江原","Gangwon-do","0","23","2.34","736","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","6","476","경기","京畿","Gyeonggi-do","13","166","3.59","735","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","0","46","세종","世宗","Sejong","0","12","13.44","734","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","0","39","울산","蔚山","Ulsan","0","19","3.40","733","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","0","36","대전","大田","Daejeon","2","18","2.44","732","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","0","20","광주","光州","Gwangju","0","14","1.37","731","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","0","64","인천","仁川","Incheon","6","16","2.17","730","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","114","6684","대구","大邱","Daegu","60","3946","274.33","729","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","3","119","부산","釜山","Busan","1","87","3.49","728","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","0","450","서울","首尔","Seoul","24","107","4.62","727","2020년 03월 31일 00시","","","",""
"","","2020-03-31 10:36:21.21","162","9786","합계","合计","Total","125","5408","18.87","726","2020년 03월 31일 00시","","","",""
