"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolIngCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-06-11 13:38:28.28","0","558","검역","隔離區","Lazaretto","2","462","96","0","2","-","2287","2020년 06월 11일 00시","NULL","10","1","19"
"","","2020-06-11 13:38:28.28","0","15","제주","济州","Jeju","0","13","2","0","0","2.24","2286","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","0","127","경남","庆南","Gyeongsangnam-do","0","123","4","0","0","3.78","2285","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","54","1383","경북","庆北","Gyeongsangbuk-do","0","1312","17","0","0","51.94","2284","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","0","20","전남","全南","Jeollanam-do","0","18","2","0","0","1.07","2283","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","0","21","전북","全北","Jeollabuk-do","0","19","2","0","0","1.16","2282","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","0","150","충남","忠南","Chungcheongnam-do","0","143","7","0","0","7.07","2281","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","0","61","충북","忠北","Chungcheongbuk-do","0","52","9","0","0","3.81","2280","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","3","59","강원","江原","Gangwon-do","0","51","5","0","0","3.83","2279","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","22","992","경기","京畿","Gyeonggi-do","16","691","279","15","1","7.49","2278","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","0","47","세종","世宗","Sejong","0","47","0","0","0","13.73","2277","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","1","53","울산","蔚山","Ulsan","0","47","5","0","0","4.62","2276","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","1","46","대전","大田","Daejeon","0","43","2","0","0","3.12","2275","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","0","32","광주","光州","Gwangju","0","30","2","0","0","2.2","2274","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","0","300","인천","仁川","Incheon","6","136","164","5","1","10.15","2273","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","188","6888","대구","大邱","Daegu","0","6651","49","0","0","282.7","2272","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","3","147","부산","釜山","Busan","0","141","3","0","0","4.31","2271","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","4","1048","서울","首尔","Seoul","21","675","369","20","1","10.77","2270","2020년 06월 11일 00시","NULL","","",""
"","","2020-06-11 13:38:28.28","276","11947","합계","合计","Total","45","10654","1017","40","5","23.04","2269","2020년 06월 11일 00시","NULL","","",""
