"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-04-02 10:42:36.36","0","242","검역","隔離區","Lazaretto","18","1","-","782","2020년 04월 02일 00시","","10","1","19"
"","","2020-04-02 10:42:36.36","0","9","제주","济州","Jeju","0","3","1.34","781","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","0","106","경남","庆南","Gyeongsangnam-do","6","70","3.15","780","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","41","1304","경북","庆北","Gyeongsangbuk-do","2","840","48.98","779","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","0","14","전남","全南","Jeollanam-do","2","3","0.75","778","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","0","14","전북","全北","Jeollabuk-do","0","7","0.77","777","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","0","133","충남","忠南","Chungcheongnam-do","2","95","6.27","776","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","0","44","충북","忠北","Chungcheongbuk-do","0","23","2.75","775","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","1","39","강원","江原","Gangwon-do","1","23","2.53","774","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","6","516","경기","京畿","Gyeonggi-do","17","181","3.89","773","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","0","46","세종","世宗","Sejong","0","12","13.44","772","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","1","40","울산","蔚山","Ulsan","1","21","3.49","771","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","0","36","대전","大田","Daejeon","0","18","2.44","770","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","0","25","광주","光州","Gwangju","1","14","1.72","769","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","0","73","인천","仁川","Incheon","4","20","2.47","768","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","117","6725","대구","大邱","Daegu","21","4283","276.01","767","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","3","122","부산","釜山","Busan","0","87","3.58","766","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","0","488","서울","首尔","Seoul","14","127","5.01","765","2020년 04월 02일 00시","","","",""
"","","2020-04-02 10:42:36.36","169","9976","합계","合计","Total","89","5828","19.24","764","2020년 04월 02일 00시","","","",""
