"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolIngCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-04-23 10:12:35.35","0","425","검역","隔離區","Lazaretto","2","61","364","0","2","-","1337","2020년 04월 23일 00시","","10","1","19"
"","","2020-04-23 10:12:35.35","0","13","제주","济州","Jeju","0","8","5","0","0","1.94","1336","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","0","117","경남","庆南","Gyeongsangnam-do","0","89","28","0","0","3.48","1335","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","52","1363","경북","庆北","Gyeongsangbuk-do","0","1091","220","0","0","51.19","1334","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","0","15","전남","全南","Jeollanam-do","0","8","7","0","0","0.8","1333","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","0","17","전북","全北","Jeollabuk-do","0","9","8","0","0","0.94","1332","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","0","141","충남","忠南","Chungcheongnam-do","0","123","18","0","0","6.64","1331","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","0","45","충북","忠北","Chungcheongbuk-do","0","40","5","0","0","2.81","1330","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","2","53","강원","江原","Gangwon-do","0","31","20","0","0","3.44","1329","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","14","659","경기","京畿","Gyeonggi-do","1","424","221","1","0","4.97","1328","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","0","46","세종","世宗","Sejong","0","34","12","0","0","13.44","1327","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","1","43","울산","蔚山","Ulsan","0","36","6","0","0","3.75","1326","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","0","40","대전","大田","Daejeon","0","29","11","0","0","2.71","1325","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","0","30","광주","光州","Gwangju","0","24","6","0","0","2.06","1324","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","0","92","인천","仁川","Incheon","0","56","36","0","0","3.11","1323","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","166","6840","대구","大邱","Daegu","4","5890","784","3","1","280.73","1322","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","3","135","부산","釜山","Busan","1","116","16","0","1","3.96","1321","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","2","628","서울","首尔","Seoul","0","342","284","0","0","6.45","1320","2020년 04월 23일 00시","","","",""
"","","2020-04-23 10:12:35.35","240","10702","합계","合计","Total","8","8411","2051","4","4","20.64","1319","2020년 04월 23일 00시","","","",""
