"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-11 11:00:34.34","0","4","제주","","","0","1","0.60","163","2020년 3월 11일 00시","","10","1","18"
"","","2020-03-11 11:00:34.34","0","84","경남","","","1","10","2.50","162","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","14","1135","경북","","","18","69","42.63","161","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","0","4","전남","","","0","1","0.21","160","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","0","7","전북","","","0","2","0.39","159","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","0","112","충남","","","8","1","5.28","158","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","0","27","충북","","","2","3","1.69","157","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","1","29","강원","","","1","6","1.88","156","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","1","175","경기","","","12","25","1.32","155","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","0","10","세종","","","2","0","2.92","154","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","0","25","울산","","","1","2","2.18","153","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","0","18","대전","","","0","2","1.22","152","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","0","15","광주","","","0","3","1.03","151","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","0","25","인천","","","12","3","0.85","150","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","43","5794","대구","","","131","102","237.80","149","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","1","98","부산","","","2","21","2.87","148","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","0","193","서울","","","52","37","1.98","147","2020년 3월 11일 00시","","","",""
"","","2020-03-11 11:00:34.34","60","7755","합계","","","242","288","14.96","146","2020년 3월 11일 00시","","","",""
