"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-03-09 12:54:29.29","0","4","제주","","","0","1","0.6","127","2020년 3월 9일 00시","","10","1","18"
"","","2020-03-09 12:54:29.29","0","83","경남","","","0","9","2.5","126","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","14","1107","경북","","","26","57","41.6","125","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","0","4","전남","","","0","1","0.2","124","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","0","7","전북","","","0","2","0.4","123","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","0","102","충남","","","4","1","4.8","122","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","0","25","충북","","","1","3","1.6","121","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","1","28","강원","","","1","3","1.8","120","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","1","152","경기","","","11","22","1.1","119","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","0","6","세종","","","3","0","1.8","118","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","0","24","울산","","","0","1","2.1","117","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","0","19","대전","","","1","1","1.3","116","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","0","15","광주","","","2","3","1","115","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","0","9","인천","","","0","2","0.3","114","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","35","5571","대구","","","190","21","228.6","113","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","0","96","부산","","","-1","10","2.8","112","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","0","130","서울","","","10","29","1.3","111","2020년 3월 9일 00시","","","",""
"","","2020-03-09 12:54:29.29","51","7382","합계","","","248","166","14.2","110","2020년 3월 9일 00시","","","",""
