"header__resultCode","header__resultMsg","body__items__item__createDt","body__items__item__deathCnt","body__items__item__defCnt","body__items__item__gubun","body__items__item__gubunCn","body__items__item__gubunEn","body__items__item__incDec","body__items__item__isolClearCnt","body__items__item__isolIngCnt","body__items__item__localOccCnt","body__items__item__overFlowCnt","body__items__item__qurRate","body__items__item__seq","body__items__item__stdDay","body__items__item__updateDt","body__numOfRows","body__pageNo","body__totalCount"
"00","NORMAL SERVICE.","2020-05-09 10:16:23.205","0","470","검역","隔離區","Lazaretto","0","249","221","0","0","-","1641","2020년 05월 09일 00시","null","10","1","19"
"","","2020-05-09 10:16:23.205","0","13","제주","济州","Jeju","0","13","0","0","0","1.94","1640","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.205","0","117","경남","庆南","Gyeongsangnam-do","0","107","10","0","0","3.48","1639","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.205","53","1366","경북","庆北","Gyeongsangbuk-do","0","1215","98","0","0","51.31","1638","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.205","0","16","전남","全南","Jeollanam-do","0","12","4","0","0","0.86","1637","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.205","0","19","전북","全北","Jeollabuk-do","0","14","5","0","0","1.05","1636","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.205","0","143","충남","忠南","Chungcheongnam-do","0","133","10","0","0","6.74","1635","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.205","0","47","충북","忠北","Chungcheongbuk-do","0","41","6","0","0","2.94","1634","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.205","2","53","강원","江原","Gangwon-do","0","41","10","0","0","3.44","1633","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.204","16","688","경기","京畿","Gyeonggi-do","4","548","124","3","1","5.19","1632","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.204","0","46","세종","世宗","Sejong","0","45","1","0","0","13.44","1631","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.204","1","44","울산","蔚山","Ulsan","0","38","5","0","0","3.84","1630","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.204","1","41","대전","大田","Daejeon","0","38","2","0","0","2.78","1629","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.204","0","30","광주","光州","Gwangju","0","29","1","0","0","2.06","1628","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.204","0","98","인천","仁川","Incheon","1","78","20","1","0","3.32","1627","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.204","178","6859","대구","大邱","Daegu","0","6306","375","0","0","281.51","1626","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.204","3","141","부산","釜山","Busan","1","125","13","1","0","4.13","1625","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.204","2","649","서울","首尔","Seoul","12","536","111","12","0","6.67","1624","2020년 05월 09일 00시","null","","",""
"","","2020-05-09 10:16:23.203","256","10840","합계","合计","Total","18","9568","1016","17","1","20.91","1623","2020년 05월 09일 00시","null","","",""
